timestamp,thermistor_v,photoresistor_v
2069.0,2.05,1.26
2069.5,2.05,1.27
2070.1,2.05,1.29
2070.6,2.05,1.31
2071.0,2.05,1.31
2071.5,2.05,1.28
2072.1,2.05,1.27
2072.6,2.05,1.25
2073.1,2.05,1.24
2073.6,2.05,1.24
2074.1,2.05,1.24
2074.6,2.05,1.26
2075.1,2.05,1.28
2075.6,2.05,1.3
2076.1,2.05,1.31
2076.6,2.05,1.29
2077.1,2.05,1.28
2077.6,2.05,1.26
2078.1,2.05,1.24
2078.6,2.05,1.24
2079.1,2.05,1.25
2079.6,2.05,1.26
2080.1,2.05,1.28
2080.6,2.05,1.3
2081.1,2.06,1.31
2081.6,2.06,1.3
2082.1,2.06,1.28
2082.6,2.06,1.26
2083.1,2.06,1.24
2083.6,2.06,1.24
2084.1,2.06,1.25
2084.6,2.06,1.27
2085.1,2.06,1.28
2085.6,2.06,1.31
2086.1,2.06,1.31
2086.6,2.06,1.3
2087.1,2.06,1.28
2087.6,2.06,1.26
2088.1,2.06,1.24
2088.6,2.06,1.24
2089.1,2.06,1.26
2089.6,2.06,1.28
2090.1,2.06,1.3
2090.6,2.06,1.32
2091.1,2.06,1.31
2091.6,2.06,1.29
2092.1,2.06,1.26
2092.6,2.06,1.24
2093.1,2.06,1.24
2093.6,2.06,1.26
2094.1,2.06,1.28
2094.6,2.06,1.3
2095.1,2.06,1.31
2095.6,2.06,1.31
2096.1,2.06,1.28
2096.6,2.06,1.26
2097.1,2.06,1.25
2097.6,2.06,1.25
2098.1,2.06,1.35
2098.6,2.06,1.35
2099.1,2.06,1.37
2099.6,2.06,1.39
2100.1,2.06,1.38
2100.6,2.06,1.36
2101.1,2.06,1.26
2101.6,2.06,1.24
2102.1,2.06,1.25
2102.6,2.06,1.26
2103.1,2.06,1.28
2103.6,2.06,1.31
2104.1,2.06,1.32
2104.6,2.06,1.3
2105.1,2.06,1.28
2105.6,2.06,1.25
2106.1,2.06,1.25
2106.6,2.06,1.25
2107.1,2.06,1.27
2107.6,2.06,1.29
2108.1,2.06,1.31
2108.6,2.06,1.32
2109.1,2.06,1.3
2109.6,2.06,1.28
2110.1,2.06,1.25
2110.6,2.06,1.25
2111.1,2.06,1.49
2111.6,2.06,1.26
2112.1,2.06,1.28
2112.6,2.06,1.3
2113.1,2.06,1.31
2113.6,2.06,1.3
2114.1,2.06,1.28
2114.6,2.06,1.24
2115.1,2.07,1.24
2115.6,2.07,1.25
2116.1,2.06,1.28
2116.6,2.06,1.29
2117.1,2.06,1.32
2117.6,2.06,1.3
2118.1,2.06,1.28
2118.6,2.06,1.25
2119.1,2.06,1.24
2119.6,2.06,1.24
2120.1,2.06,1.25
2120.6,2.06,1.27
2121.1,2.06,1.3
2121.6,2.06,3.88
2122.1,2.06,4.21
2122.6,2.06,4.23
2123.1,2.06,4.24
2123.6,2.06,4.24
2124.1,2.06,4.25
2124.6,2.06,4.25
2125.1,2.06,4.25
2125.6,2.07,4.25
2126.1,2.06,4.27
2126.6,2.07,4.26
2127.1,2.07,4.28
2127.6,2.07,4.28
2128.1,2.07,4.28
2128.6,2.07,4.3
2129.1,2.07,4.3
2129.6,2.07,4.29
2130.1,2.07,4.3
2130.6,2.07,4.29
2131.1,2.07,4.28
2131.6,2.07,4.28
2132.1,2.07,4.29
2132.6,2.07,4.27
2133.1,2.07,4.27
2133.6,2.07,4.26
2134.1,2.07,4.26
2134.6,2.07,4.25
2135.1,2.07,4.25
2135.6,2.07,4.25
2136.1,2.07,4.25
2136.6,2.07,4.25
2137.1,2.07,4.25
2137.6,2.07,4.25
2138.1,2.07,4.25
2138.6,2.07,4.25
2139.1,2.07,4.25
2139.6,2.07,4.25
2140.1,2.07,4.25
2140.6,2.07,4.25
2141.1,2.07,4.25
2141.6,2.07,4.25
2142.2,2.07,4.25
2142.7,2.07,4.26
2143.2,2.07,4.25
2143.7,2.07,4.25
2144.2,2.07,4.25
2144.7,2.07,4.25
2145.2,2.07,4.25
2145.7,2.06,4.25
2146.2,2.06,4.25
2146.7,2.06,4.25
2147.2,2.06,4.26
2147.7,2.06,4.25
2148.2,2.06,4.25
2148.7,2.06,4.25
2149.2,2.06,4.25
2149.7,2.06,4.25
2150.2,2.06,4.25
2150.7,2.06,4.25
2151.2,2.06,4.25
2151.7,2.06,4.25
2152.2,2.06,4.25
2152.7,2.06,4.25
2153.2,2.06,4.25
2153.7,2.06,4.25
2154.2,2.06,4.25
2154.7,2.06,4.25
2155.2,2.06,4.25
2155.7,2.06,4.25
2156.2,2.06,4.25
2156.7,2.06,4.25
2157.2,2.06,4.25
2157.7,2.06,4.25
2158.2,2.06,4.25
2158.7,2.06,4.25
2159.2,2.06,4.25
2159.7,2.06,4.25
2160.2,2.06,4.25
2160.7,2.06,4.25
2161.2,2.06,4.25
2161.7,2.06,4.25
2162.2,2.06,4.25
2162.7,2.06,4.25
2163.2,2.06,4.25
2163.7,2.06,4.25
2164.2,2.06,4.25
2164.7,2.06,4.25
2165.2,2.06,4.25
2165.7,2.06,4.25
2166.2,2.06,4.25
2166.7,2.06,4.25
2167.2,2.06,4.25
2167.7,2.06,4.25
2168.2,2.06,4.25
2168.7,2.06,4.25
2169.2,2.06,4.25
2169.7,2.06,4.25
2170.2,2.06,4.25
2170.7,2.06,4.25
2171.2,2.06,4.25
2171.7,2.06,4.25
2172.2,2.06,4.26
2172.7,2.06,4.25
2173.2,2.06,4.25
2173.7,2.06,4.25
2174.2,2.06,4.25
2174.7,2.06,4.25
2175.2,2.06,4.25
2175.7,2.06,4.25
2176.2,2.06,4.25
2176.7,2.06,4.25
2177.2,2.06,4.25
2177.7,2.06,4.25
2178.2,2.06,4.25
2178.7,2.06,4.25
2179.2,2.06,4.25
2179.7,2.06,4.25
2180.2,2.06,4.25
2180.7,2.06,4.26
2181.2,2.06,4.25
2181.7,2.06,4.25
2182.2,2.06,4.25
2182.7,2.06,4.25
2183.2,2.06,4.26
2183.7,2.06,4.25
2184.2,2.06,4.25
2184.7,2.06,4.25
2185.2,2.06,4.25
2185.7,2.06,4.26
2186.2,2.06,4.25
2186.7,2.06,4.27
2187.2,2.06,4.25
2187.7,2.06,4.25
2188.2,2.06,4.25
2188.7,2.06,4.25
2189.2,2.06,4.26
2189.7,2.06,4.25
2190.2,2.06,4.25
2190.7,2.06,4.25
2191.2,2.06,4.26
2191.7,2.06,4.25
2192.2,2.06,4.25
2192.7,2.06,4.25
2193.2,2.06,4.25
2193.7,2.06,4.25
2194.2,2.06,4.25
2194.7,2.06,4.25
2195.2,2.06,4.25
2195.7,2.06,4.26
2196.2,2.06,4.25
2196.7,2.06,4.25
2197.2,2.06,4.26
2197.7,2.06,4.25
2198.2,2.06,4.25
2198.7,2.06,4.26
2199.2,2.06,4.25
2199.7,2.06,4.26
2200.2,2.06,4.25
2200.7,2.06,4.25
2201.2,2.06,4.26
2201.7,2.06,4.26
2202.2,2.06,4.25
2202.7,2.06,4.25
2203.2,2.06,4.26
2203.7,2.06,4.25
2204.2,2.06,4.26
2204.7,2.06,4.25
2205.2,2.06,4.26
2205.7,2.06,4.26
2206.2,2.06,4.26
2206.7,2.06,4.25
2207.2,2.06,4.25
2207.7,2.06,4.26
2208.2,2.06,4.26
2208.7,2.06,4.26
2209.2,2.06,4.26
2209.7,2.06,4.26
2210.2,2.06,4.26
2210.7,2.06,4.26
2211.2,2.06,4.26
2211.7,2.06,4.25
2212.3,2.06,4.26
2212.8,2.06,4.26
2213.3,2.06,4.26
2213.7,2.06,4.26
2214.3,2.06,4.26
2214.8,2.06,4.26
2215.3,2.06,4.26
2215.8,2.06,4.25
2216.3,2.06,4.26
2216.8,2.06,4.26
2217.3,2.06,4.26
2217.8,2.06,4.26
2218.3,2.06,4.26
2218.8,2.06,4.26
2219.3,2.06,4.26
2219.8,2.06,4.26
2220.3,2.06,4.26
2220.8,2.06,4.26
2221.3,2.06,4.26
2221.8,2.06,4.26
2222.3,2.06,4.26
2222.8,2.06,4.26
2223.3,2.06,4.26
2223.8,2.06,4.26
2224.3,2.06,4.26
2224.8,2.06,4.26
2225.3,2.06,4.21
2225.8,2.06,4.21
2226.3,2.06,4.21
2226.8,2.06,4.21
2227.3,2.06,4.2
2227.8,2.06,4.2
2228.3,2.05,4.2
2228.8,2.05,4.2
2229.3,2.06,4.2
2229.8,2.05,4.2
2230.3,2.05,4.2
2230.8,2.05,4.2
2231.3,2.05,4.2
2231.8,2.05,4.2
2232.3,2.05,4.2
2232.8,2.05,4.2
2233.3,2.05,4.2
2233.8,2.05,4.2
2234.3,2.05,4.2
2234.8,2.05,4.2
2235.3,2.05,4.2
2235.8,2.05,4.2
2236.3,2.05,4.2
2236.8,2.05,4.2
2237.3,2.05,4.2
2237.8,2.05,4.2
2238.3,2.05,4.2
2238.8,2.05,4.2
2239.3,2.05,4.2
2239.8,2.05,4.2
2240.3,2.05,4.2
2240.8,2.05,4.2
2241.3,2.05,4.2
2241.8,2.05,4.2
2242.3,2.05,4.2
2242.8,2.05,4.2
2243.3,2.05,4.2
2243.8,2.06,4.2
2244.3,2.05,4.2
2244.8,2.06,4.2
2245.3,2.06,4.2
2245.8,2.06,4.2
2246.3,2.06,4.2
2246.8,2.06,4.2
2247.3,2.06,4.2
2247.8,2.06,4.2
2248.3,2.06,4.2
2248.8,2.06,4.2
2249.3,2.06,4.2
2249.8,2.06,4.2
2250.3,2.06,4.2
2250.8,2.06,4.2
2251.3,2.06,4.2
2251.8,2.06,4.2
2252.3,2.06,4.2
2252.8,2.06,4.2
2253.3,2.06,4.2
2253.8,2.06,4.2
2254.3,2.06,4.2
2254.8,2.06,4.2
2255.3,2.06,4.2
2255.8,2.06,4.2
2256.3,2.06,4.2
2256.8,2.06,4.2
2257.3,2.06,4.2
2257.8,2.06,4.2
2258.3,2.06,4.2
2258.8,2.06,4.2
2259.3,2.06,4.2
2259.8,2.06,4.2
2260.3,2.06,4.2
2260.8,2.06,4.2
2261.3,2.06,4.2
2261.8,2.06,4.2
2262.3,2.06,4.2
2262.8,2.06,4.2
2263.3,2.06,4.2
2263.8,2.06,4.2
2264.3,2.06,4.21
2264.8,2.06,4.2
2265.3,2.06,4.2
2265.8,2.06,4.21
2266.3,2.06,4.21
2266.8,2.06,4.2
2267.3,2.06,4.21
2267.8,2.06,4.2
2268.3,2.06,4.2
2268.8,2.06,4.21
2269.3,2.06,4.2
2269.8,2.06,4.21
2270.3,2.06,4.21
2270.8,2.06,4.21
2271.3,2.06,4.21
2271.8,2.06,4.2
2272.3,2.06,4.21
2272.8,2.06,4.21
2273.3,2.06,4.21
2273.8,2.06,4.21
2274.3,2.06,4.21
2274.8,2.06,4.21
2275.3,2.06,4.21
2275.8,2.06,4.21
2276.3,2.06,4.21
2276.8,2.06,4.21
2277.3,2.06,4.22
2277.8,2.06,4.23
2278.3,2.06,4.24
2278.8,2.06,4.23
2279.3,2.06,4.24
2279.8,2.06,4.24
2280.3,2.06,4.22
2280.8,2.06,4.21
2281.3,2.06,4.22
2281.8,2.06,4.22
2282.3,2.06,4.21
2282.8,2.06,4.21
2283.3,2.06,4.21
2283.8,2.06,4.21
2284.3,2.06,4.21
2284.9,2.06,4.21
2285.4,2.06,4.21
2285.9,2.06,4.21
2286.4,2.06,4.21
2286.9,2.06,4.21
2287.4,2.06,4.21
2287.9,2.06,4.21
2288.4,2.06,4.21
2288.9,2.06,4.21
2289.4,2.06,4.21
2289.9,2.06,4.21
2290.4,2.06,4.21
2290.9,2.05,4.21
2291.4,2.06,4.21
2291.9,2.06,4.21
2292.4,2.06,4.21
2292.9,2.06,4.21
2293.4,2.06,4.21
2293.9,2.06,4.21
2294.4,2.06,4.21
2294.9,2.06,4.21
2295.4,2.06,4.21
2295.9,2.06,4.21
2296.4,2.06,4.21
2296.9,2.06,4.21
2297.4,2.06,4.21
2297.9,2.06,4.21
2298.4,2.05,4.21
2298.9,2.06,4.21
2299.4,2.06,4.21
2299.9,2.06,4.21
2300.4,2.06,4.21
2300.9,2.06,4.21
2301.4,2.06,4.21
2301.9,2.05,4.21
2302.4,2.05,4.21
2302.9,2.06,4.21
2303.4,2.06,4.21
2303.9,2.06,4.21
2304.4,2.05,4.21
2304.9,2.06,4.21
2305.4,2.06,4.21
2305.9,2.06,4.21
2306.4,2.06,4.21
2306.9,2.06,4.21
2307.4,2.06,4.21
2307.9,2.06,4.21
2308.4,2.06,4.21
2308.9,2.06,4.21
2309.4,2.06,4.21
2309.9,2.06,4.21
2310.4,2.06,4.21
2310.9,2.06,4.21
2311.4,2.06,4.21
2311.9,2.06,4.21
2312.4,2.06,4.21
2312.9,2.06,4.21
2313.4,2.06,4.21
2313.9,2.06,4.21
2314.4,2.06,4.21
2314.9,2.06,4.21
2315.4,2.06,4.21
2315.9,2.06,4.21
2316.4,2.06,4.21
2316.9,2.06,4.21
2317.4,2.06,4.21
2317.9,2.06,4.21
2318.4,2.06,4.21
2318.9,2.06,4.21
2319.4,2.06,4.21
2319.9,2.06,4.21
2320.4,2.06,4.21
2320.9,2.06,4.21
2321.4,2.06,4.21
2321.9,2.06,4.21
2322.4,2.06,4.21
2322.9,2.06,4.21
2323.4,2.06,4.21
2323.9,2.06,4.21
2324.4,2.06,4.21
2324.9,2.06,4.21
2325.4,2.06,4.21
2325.9,2.06,4.21
2326.4,2.06,4.21
2326.9,2.06,4.21
2327.4,2.06,4.21
2327.9,2.06,4.21
2328.4,2.06,4.21
2328.9,2.06,4.21
2329.4,2.06,4.21
2329.9,2.06,4.21
2330.4,2.06,4.21
2330.9,2.06,4.21
2331.4,2.07,4.21
2331.9,2.06,4.21
2332.4,2.06,4.21
2332.9,2.06,4.21
2333.4,2.06,4.21
2333.9,2.06,4.21
2334.4,2.07,4.21
2334.9,2.07,4.21
2335.4,2.07,4.21
2335.9,2.07,4.21
2336.4,2.07,4.21
2336.9,2.07,4.21
2337.4,2.07,4.21
2337.9,2.07,4.21
2338.4,2.07,4.21
2338.9,2.07,4.21
2339.4,2.07,4.21
2339.9,2.07,4.21
2340.4,2.07,4.21
2340.9,2.07,4.21
2341.4,2.07,4.21
2341.9,2.07,4.21
2342.4,2.07,4.21
2342.9,2.07,4.21
2343.4,2.07,4.21
2343.9,2.06,4.21
2344.4,2.07,4.21
2344.9,2.07,4.21
2345.4,2.07,4.21
2345.9,2.07,4.21
2346.4,2.07,4.21
2346.9,2.07,4.21
2347.4,2.07,4.21
2347.9,2.07,4.21
2348.4,2.07,4.21
2348.9,2.07,4.22
2349.4,2.07,4.21
2349.9,2.07,4.21
2350.4,2.07,4.21
2350.9,2.07,4.21
2351.4,2.07,4.21
2351.9,2.07,4.21
2352.4,2.07,4.21
2352.9,2.07,4.21
2353.4,2.07,4.21
2353.9,2.07,4.21
2354.5,2.07,4.21
2355.0,2.07,4.21
2355.5,2.07,4.21
2356.0,2.07,4.21
2356.5,2.07,4.21
2357.0,2.07,4.21
2357.5,2.07,4.21
2358.0,2.08,4.21
2358.5,2.06,4.21
2359.0,2.06,4.21
2359.5,2.07,4.21
2360.0,2.06,4.21
2360.5,2.06,4.22
2361.0,2.06,4.21
2361.5,2.06,4.21
2362.0,2.06,4.21
2362.5,2.06,4.21
2363.0,2.06,4.21
2363.5,2.06,4.22
2364.0,2.06,4.21
2364.5,2.06,4.22
2365.0,2.06,4.21
2365.5,2.06,4.21
2366.0,2.06,4.21
2366.5,2.06,4.21
2367.0,2.06,4.22
2367.5,2.06,4.22
2368.0,2.06,4.21
2368.5,2.06,4.22
2369.0,2.06,4.22
2369.5,2.06,4.22
2370.0,2.06,4.22
2370.5,2.06,4.21
2371.0,2.06,4.21
2371.5,2.06,4.21
2372.0,2.06,4.21
2372.5,2.06,4.21
2373.0,2.06,4.21
2373.5,2.06,4.22
2374.0,2.07,4.22
2374.5,2.06,4.22
2375.0,2.06,4.22
2375.5,2.06,4.22
2376.0,2.06,4.22
2376.5,2.06,4.22
2377.0,2.06,4.22
2377.5,2.06,4.22
2378.0,2.06,4.22
2378.5,2.06,4.22
2379.0,2.06,4.22
2379.5,2.06,4.22
2380.0,2.06,4.22
2380.5,2.06,4.22
2381.0,2.06,4.22
2381.5,2.06,4.21
2382.0,2.06,4.22
2382.5,2.06,4.22
2383.0,2.06,4.22
2383.5,2.06,4.22
2384.0,2.06,4.22
2384.5,2.06,4.22
2385.0,2.06,4.22
2385.5,2.06,4.22
2386.0,2.06,4.22
2386.5,2.06,4.22
2387.0,2.06,4.22
2387.5,2.06,4.22
2388.0,2.06,4.22
2388.5,2.06,4.22
2389.0,2.06,4.22
2389.5,2.06,4.22
2390.0,2.06,4.22
2390.5,2.06,4.22
2391.0,2.06,4.22
2391.5,2.06,4.22
2392.0,2.06,4.22
2392.5,2.06,4.22
2393.0,2.06,4.22
2393.5,2.06,4.22
2394.0,2.06,4.22
2394.5,2.06,4.22
2395.0,2.06,4.22
2395.5,2.06,4.22
2396.0,2.06,4.22
2396.5,2.06,4.22
2397.0,2.06,4.22
2397.5,2.06,4.22
2398.0,2.06,4.22
2398.5,2.06,4.22
2399.0,2.06,4.22
2399.5,2.06,4.22
2400.0,2.06,4.22
2400.5,2.06,4.22
2401.0,2.06,4.22
2401.5,2.06,4.22
2402.0,2.05,4.22
2402.5,2.06,4.22
2403.0,2.06,4.22
2403.5,2.06,4.22
2404.0,2.06,4.22
2404.5,2.06,4.22
2405.0,2.06,4.22
2405.5,2.06,4.22
2406.0,2.06,4.22
2406.5,2.06,4.22
2407.0,2.06,4.22
2407.5,2.06,4.22
2408.0,2.06,4.22
2408.5,2.06,4.22
2409.0,2.06,4.22
2409.5,2.06,4.22
2410.0,2.06,4.22
2410.5,2.06,4.22
2411.0,2.06,4.22
2411.5,2.06,4.22
2412.0,2.06,4.22
2412.5,2.06,4.22
2413.0,2.06,4.22
2413.5,2.06,4.22
2414.0,2.06,4.22
2414.5,2.06,4.22
2415.0,2.06,4.22
2415.5,2.06,4.22
2416.0,2.06,4.22
2416.5,2.06,4.22
2417.0,2.06,4.22
2417.5,2.06,4.22
2418.0,2.06,4.22
2418.5,2.06,4.22
2419.0,2.06,4.22
2419.5,2.06,4.22
2420.0,2.06,4.22
2420.5,2.06,4.22
2421.0,2.06,4.22
2421.5,2.06,4.22
2422.0,2.06,4.22
2422.5,2.06,4.22
2423.0,2.06,4.22
2423.5,2.06,4.22
2424.0,2.06,4.22
2424.5,2.06,4.22
2425.1,2.06,4.23
2425.5,2.06,4.22
2426.0,2.06,4.22
2426.5,2.06,4.22
2427.1,2.06,4.22
2427.6,2.06,4.22
2428.1,2.06,4.22
2428.6,2.06,4.22
2429.1,2.06,4.22
2429.6,2.06,4.22
2430.1,2.06,4.22
2430.6,2.06,4.22
2431.1,2.06,4.22
2431.6,2.06,4.22
2432.1,2.06,4.23
2432.6,2.06,4.22
2433.1,2.06,4.22
2433.6,2.06,4.22
2434.1,2.06,4.22
2434.6,2.06,4.22
2435.1,2.06,4.23
2435.6,2.06,4.22
2436.1,2.06,4.22
2436.6,2.06,4.22
2437.1,2.06,4.22
2437.6,2.06,4.23
2438.1,2.06,4.23
2438.6,2.06,4.23
2439.1,2.06,4.23
2439.6,2.06,4.23
2440.1,2.06,4.22
2440.6,2.06,4.23
2441.1,2.06,4.23
2441.6,2.06,4.22
2442.1,2.06,4.23
2442.6,2.06,4.23
2443.1,2.06,4.22
2443.6,2.06,4.22
2444.1,2.06,4.23
2444.6,2.06,4.23
2445.1,2.06,4.23
2445.6,2.06,4.23
2446.1,2.06,4.23
2446.6,2.06,4.23
2447.1,2.06,4.23
2447.6,2.06,4.23
2448.1,2.06,4.23
2448.6,2.06,4.23
2449.1,2.06,4.23
2449.6,2.06,4.23
2450.1,2.06,4.23
2450.6,2.06,4.23
2451.1,2.06,4.23
2451.6,2.06,4.23
2452.1,2.06,4.23
2452.6,2.06,4.23
2453.1,2.06,4.23
2453.6,2.06,4.23
2454.1,2.06,4.23
2454.6,2.06,4.23
2455.1,2.06,4.23
2455.6,2.06,4.23
2456.1,2.06,4.23
2456.6,2.06,4.23
2457.1,2.06,4.23
2457.6,2.06,4.23
2458.1,2.06,4.23
2458.6,2.06,4.23
2459.1,2.06,4.23
2459.6,2.06,4.23
2460.1,2.06,4.23
2460.6,2.06,4.23
2461.1,2.06,4.23
2461.6,2.06,4.23
2462.1,2.06,4.23
2462.6,2.06,4.23
2463.1,2.06,4.23
2463.6,2.06,4.23
2464.1,2.06,4.23
2464.6,2.06,4.23
2465.1,2.06,4.23
2465.6,2.06,4.23
2466.1,2.06,4.23
2466.6,2.06,4.22
2467.1,2.06,4.23
2467.6,2.06,4.23
2468.1,2.06,4.23
2468.6,2.06,4.23
2469.1,2.06,4.23
2469.6,2.06,4.23
2470.1,2.06,4.23
2470.6,2.06,4.23
2471.1,2.06,4.23
2471.6,2.06,4.23
2472.1,2.06,4.23
2472.6,2.06,4.23
2473.1,2.06,4.23
2473.6,2.06,4.23
2474.1,2.06,4.23
2474.6,2.06,4.23
2475.1,2.06,4.23
2475.6,2.06,4.23
2476.1,2.06,4.23
2476.6,2.06,4.23
2477.1,2.06,4.23
2477.6,2.06,4.23
2478.1,2.06,4.23
2478.6,2.06,4.23
2479.1,2.06,4.23
2479.6,2.06,4.23
2480.1,2.06,4.23
2480.6,2.06,4.23
2481.1,2.06,4.23
2481.6,2.06,4.23
2482.1,2.06,4.23
2482.6,2.06,4.23
2483.1,2.06,4.23
2483.6,2.06,4.23
2484.1,2.06,4.23
2484.6,2.06,4.23
2485.1,2.06,4.23
2485.6,2.06,4.23
2486.1,2.06,4.23
2486.6,2.06,4.23
2487.1,2.06,4.23
2487.6,2.06,4.23
2488.1,2.06,4.23
2488.6,2.06,4.23
2489.1,2.06,4.23
2489.6,2.06,4.23
2490.1,2.06,4.23
2490.6,2.06,4.23
2491.1,2.06,4.23
2491.6,2.06,4.23
2492.1,2.06,4.23
2492.6,2.06,4.23
2493.1,2.06,4.23
2493.6,2.06,4.23
2494.1,2.06,4.24
2494.6,2.06,4.23
2495.1,2.06,4.23
2495.6,2.06,4.23
2496.1,2.06,4.24
2496.6,2.06,4.23
2497.2,2.06,4.23
2497.7,2.06,4.23
2498.2,2.06,4.23
2498.7,2.06,4.23
2499.2,2.06,4.23
2499.7,2.06,4.23
2500.2,2.06,4.23
2500.7,2.06,4.23
2501.2,2.06,4.23
2501.7,2.06,4.23
2502.2,2.06,4.23
2502.7,2.06,4.23
2503.2,2.06,4.23
2503.7,2.06,4.23
2504.2,2.06,4.23
2504.7,2.06,4.23
2505.2,2.06,4.23
2505.7,2.06,4.23
2506.2,2.06,4.23
2506.7,2.06,4.23
2507.2,2.06,4.24
2507.7,2.06,4.23
2508.2,2.06,4.23
2508.7,2.06,4.23
2509.2,2.06,4.23
2509.7,2.06,4.23
2510.2,2.06,4.23
2510.7,2.06,4.23
2511.2,2.06,4.23
2511.7,2.06,4.23
2512.2,2.06,4.24
2512.7,2.06,4.23
2513.2,2.06,4.24
2513.7,2.06,4.24
2514.2,2.06,4.23
2514.7,2.06,4.24
2515.2,2.06,4.23
2515.7,2.06,4.24
2516.2,2.06,4.23
2516.7,2.06,4.23
2517.2,2.06,4.24
2517.7,2.06,4.24
2518.2,2.06,4.24
2518.7,2.06,4.24
2519.2,2.06,4.24
2519.7,2.06,4.24
2520.2,2.06,4.23
2520.7,2.06,4.24
2521.2,2.06,4.23
2521.7,2.06,4.23
2522.2,2.06,4.24
2522.7,2.06,4.24
2523.2,2.06,4.24
2523.7,2.06,4.24
2524.2,2.06,4.24
2524.7,2.06,4.23
2525.2,2.06,4.24
2525.7,2.06,4.24
2526.2,2.06,4.23
2526.7,2.06,4.24
2527.2,2.06,4.24
2527.7,2.06,4.24
2528.2,2.06,4.24
2528.7,2.06,4.24
2529.2,2.06,4.24
2529.7,2.06,4.24
2530.2,2.06,4.24
2530.7,2.06,4.24
2531.2,2.06,4.24
2531.7,2.06,4.24
2532.2,2.06,4.24
2532.7,2.06,4.24
2533.2,2.06,4.24
2533.7,2.06,4.24
2534.2,2.06,4.24
2534.7,2.06,4.24
2535.2,2.06,4.24
2535.7,2.06,4.24
2536.2,2.06,4.24
2536.7,2.06,4.24
2537.2,2.06,4.24
2537.7,2.06,4.24
2538.2,2.06,4.24
2538.7,2.06,4.24
2539.2,2.06,4.24
2539.7,2.06,4.24
2540.2,2.06,4.24
2540.7,2.06,4.24
2541.2,2.06,4.24
2541.7,2.06,4.24
2542.2,2.06,4.24
2542.7,2.06,4.24
2543.2,2.06,4.24
2543.7,2.06,4.24
2544.2,2.06,4.24
2544.7,2.06,4.24
2545.2,2.06,4.24
2545.7,2.06,4.24
2546.2,2.06,4.24
2546.7,2.06,4.24
2547.2,2.06,4.24
2547.7,2.06,4.24
2548.2,2.06,4.24
2548.7,2.06,4.24
2549.2,2.06,4.24
2549.7,2.06,4.24
2550.2,2.06,4.24
2550.7,2.06,4.24
2551.2,2.06,4.24
2551.7,2.06,4.24
2552.2,2.06,4.24
2552.7,2.06,4.24
2553.2,2.06,4.24
2553.7,2.06,4.24
2554.2,2.06,4.24
2554.7,2.06,4.24
2555.2,2.06,4.24
2555.7,2.06,4.24
2556.2,2.06,4.24
2556.7,2.06,4.24
2557.2,2.06,4.24
2557.7,2.06,4.24
2558.2,2.06,4.24
2558.7,2.06,4.24
2559.2,2.06,4.24
2559.7,2.06,4.24
2560.2,2.06,4.24
2560.7,2.06,4.24
2561.2,2.06,4.24
2561.7,2.06,4.24
2562.2,2.06,4.24
2562.7,2.06,4.24
2563.2,2.06,4.24
2563.7,2.06,4.24
2564.2,2.06,4.24
2564.7,2.06,4.24
2565.2,2.06,4.24
2565.7,2.06,4.24
2566.2,2.06,4.24
2566.7,2.06,4.24
2567.3,2.06,4.24
2567.8,2.06,4.24
2568.2,2.06,4.24
2568.7,2.06,4.24
2569.3,2.06,4.24
2569.8,2.06,4.24
2570.3,2.06,4.24
2570.8,2.06,4.24
2571.3,2.06,4.24
2571.8,2.06,4.24
2572.3,2.06,4.24
2572.8,2.06,4.24
2573.3,2.06,4.24
2573.8,2.06,4.24
2574.3,2.06,4.24
2574.8,2.06,4.24
2575.3,2.06,4.24
2575.8,2.06,4.24
2576.3,2.06,4.24
2576.8,2.06,4.24
2577.3,2.06,4.24
2577.8,2.06,4.24
2578.3,2.06,4.24
2578.8,2.06,4.24
2579.3,2.06,4.24
2579.8,2.06,4.24
2580.3,2.06,4.24
2580.8,2.06,4.24
2581.3,2.06,4.24
2581.8,2.06,4.24
2582.3,2.06,4.24
2582.8,2.06,4.24
2583.3,2.06,4.24
2583.8,2.06,4.24
2584.3,2.06,4.24
2584.8,2.06,4.24
2585.3,2.06,4.24
2585.8,2.06,4.24
2586.3,2.06,4.24
2586.8,2.06,4.24
2587.3,2.06,4.24
2587.8,2.06,4.24
2588.3,2.06,4.24
2588.8,2.06,4.24
2589.3,2.06,4.24
2589.8,2.06,4.24
2590.3,2.06,4.24
2590.8,2.06,4.24
2591.3,2.06,4.24
2591.8,2.06,4.24
2592.3,2.06,4.24
2592.8,2.06,4.24
2593.3,2.06,4.24
2593.8,2.06,4.24
2594.3,2.06,4.24
2594.8,2.06,4.24
2595.3,2.06,4.24
2595.8,2.06,4.24
2596.3,2.06,4.24
2596.8,2.06,4.24
2597.3,2.06,4.24
2597.8,2.06,4.24
2598.3,2.06,4.24
2598.8,2.06,4.24
2599.3,2.06,4.24
2599.8,2.06,4.24
2600.3,2.06,4.24
2600.8,2.06,4.24
2601.3,2.06,4.24
2601.8,2.06,4.24
2602.3,2.06,4.24
2602.8,2.06,4.24
2603.3,2.06,4.25
2603.8,2.06,4.24
2604.3,2.06,4.24
2604.8,2.06,4.24
2605.3,2.06,4.24
2605.8,2.06,4.25
2606.3,2.06,4.24
2606.8,2.06,4.24
